Player,National Team,National Team Country,Group,Position,Club Name,Club Town,Club Country,Raw Club Name,Same Country
Jonas Knudsen,Denmark,Denmark,C,Defender,Ipswich,Ipswich,UK,Ipswich,N
Christian Eriksen,Denmark,Denmark,C,Midfielder,Tottenham Hotspur,London,UK,Tottenham,N
Lasse Schone,Denmark,Denmark,C,Midfielder,Ajax,Amsterdam,Netherlands,Ajax,N
Michael Krohn-Dehli,Denmark,Denmark,C,Midfielder,Deportivo La Coruna,A Coruna,Spain,Deportivo La Coruna,N
Thomas Delaney,Denmark,Denmark,C,Midfielder,Werder Bremen,Bremen,Germany,Werder Bremen,N
William Kvist,Denmark,Denmark,C,Midfielder,FC Copenhagen,Copenhagen,Denmark,FC Copenhagen,Y
Lukas Lerager,Denmark,Denmark,C,Midfielder,Bordeaux,Bordeaux,France,Bordeaux,N
Andreas Cornelius,Denmark,Denmark,C,Forward,Atalanta,Bergamo,Italy,Atalanta,N
Kasper Dolberg,Denmark,Denmark,C,Forward,Ajax,Amsterdam,Netherlands,Ajax,N
Martin Braithwaite,Denmark,Denmark,C,Forward,Middlesbrough,Middlesbrough,UK,Middlesbrough,N
Nicolai Jorgensen,Denmark,Denmark,C,Forward,Feyenoord,Rotterdam,Netherlands,Feyenoord,N
Pione Sisto,Denmark,Denmark,C,Forward,Celta Vigo,Vigo,Spain,Celta Vigo,N
Viktor Fischer,Denmark,Denmark,C,Forward,FC Copenhagen,Copenhagen,Denmark,FC Copenhagen,Y
Yussuf Poulsen,Denmark,Denmark,C,Forward,RB Leipzig,Leipzig,Germany,RB Leipzig,N
Willy Caballero,Argentina,Argentina,D,Goalkeeper,Chelsea,London,UK,Chelsea,N
Franco Armani,Argentina,Argentina,D,Goalkeeper,River Plate,Buenos Aires,Argentina,River Plate,Y
Nahuel Guzman,Argentina,Argentina,D,Goalkeeper,Tigres,Monterrey,Mexico,Tigres,N
Gabriel Mercado,Argentina,Argentina,D,Defender,Sevilla,Seville,Spain,Sevilla,N
Federico Fazio,Argentina,Argentina,D,Defender,Roma,Rome,Italy,Roma,N
Nicolas Otamendi,Argentina,Argentina,D,Defender,Manchester City,Manchester,UK,Manchester City,N
Marcos Rojo,Argentina,Argentina,D,Defender,Manchester United,Manchester,UK,Manchester United,N
Nicolas Taglafico,Argentina,Argentina,D,Defender,Ajax,Amsterdam,Netherlands,Ajax,N
Javier Mascherano,Argentina,Argentina,D,Defender,Hebei Fortune,Langfang,China,Hebei Fortune,N
Marcos Acuna,Argentina,Argentina,D,Defender,Sporting Lisbon,Lisbon,Portugal,Sporting Lisbon,N
Cristian Ansaldi,Argentina,Argentina,D,Defender,Torino,Turin,Italy,Torino,N
Ever Banega,Argentina,Argentina,D,Midfielder,Sevilla,Seville,Spain,Sevilla,N
Lucas Biglia,Argentina,Argentina,D,Midfielder,AC Milan,Milan,Italy,AC Milan,N
Angel Di María,Argentina,Argentina,D,Midfielder,Paris St Germain,Paris,France,Paris St-Germain,N
Giovani Lo Celso,Argentina,Argentina,D,Midfielder,Paris St Germain,Paris,France,Paris St-Germain,N
Manuel Lanzini,Argentina,Argentina,D,Midfielder,West Ham,London,UK,West Ham,N
Cristian Pavon,Argentina,Argentina,D,Midfielder,Boca Juniors,Buenos Aires,Argentina,Boca Juniors,Y
Maximiliano Meza,Argentina,Argentina,D,Midfielder,Independiente,Buenos Aires,Argentina,Independiente,Y
Eduardo Salvio,Argentina,Argentina,D,Midfielder,Benfica,Lisbon,Portugal,Benfica,N
Lionel Messi,Argentina,Argentina,D,Forward,Barcelona,Barcelona,Spain,Barcelona,N
Gonzalo Higuain,Argentina,Argentina,D,Forward,Juventus,Turin,Italy,Juventus,N
Paulo Dybala,Argentina,Argentina,D,Forward,Juventus,Turin,Italy,Juventus,N
Sergio Aguero,Argentina,Argentina,D,Forward,Manchester City,Manchester,UK,Manchester City,N
Hannes Thor Halldorsson,Iceland,Iceland,D,Goalkeeper,Randers FC,Randers,Denmark,Randers FC,N
Runar Runarsson,Iceland,Iceland,D,Goalkeeper,FC Nordsjælland,Farum,Denmark,FC Nordsjælland,N
Frederik Schram,Iceland,Iceland,D,Goalkeeper,FC Roskilde,Roskilde,Denmark,FC Roskilde,N
Kari Arnason,Iceland,Iceland,D,Defender,Vikingur,Leirvik,Faroe Islands,Vikingur,N
Ari Skulason,Iceland,Iceland,D,Defender,Lokeren,Lokeren,Belgium,Lokeren,N
Birkir Saevarsson,Iceland,Iceland,D,Defender,Valur,Reykjavik,Iceland,Valur,Y
Sverrir Ingason,Iceland,Iceland,D,Defender,FC Rostov,Rostov,Russia,FC Rostov,N
Hordur Magnusson,Iceland,Iceland,D,Defender,Bristol City,Bristol,UK,Bristol City,N
Holmar Eyjolfsson,Iceland,Iceland,D,Defender,Levski Sofia,Sofia,Bulgaria,Levski Sofia,N
Ragnar Sigurdsson,Iceland,Iceland,D,Defender,FC Rostov,Rostov,Russia,FC Rostov,N
Johann Gudmundsson,Iceland,Iceland,D,Midfielder,Burnley,Burnley,UK,Burnley,N
Birkir Bjarnason,Iceland,Iceland,D,Midfielder,Aston Villa,Birmingham,UK,Aston Villa,N
Arnor Traustason,Iceland,Iceland,D,Midfielder,Malmo FF,Malmo,Sweden,Malmo FF,N
Emil Hallfredsson,Iceland,Iceland,D,Midfielder,Udinese,Udine,Italy,Udinese,N
Gylfi Sigurdsson,Iceland,Iceland,D,Midfielder,Everton,Liverpool,UK,Everton,N
Olafur Skulason,Iceland,Iceland,D,Midfielder,Kardemir Karabukspor,Karabuk,Turkey,Kardemir Karabukspor,N
Rurik Gislason,Iceland,Iceland,D,Midfielder,SV Sandhausen,Heidelberg,Germany,SV Sandhausen,N
Samuel Fridjonsson,Iceland,Iceland,D,Midfielder,Valerenga,Oslo,Norway,Valerenga,N
Aron Gunnarsson,Iceland,Iceland,D,Midfielder,Cardiff City,Cardiff,UK,Cardiff City,N
Alfred Finnbogason,Iceland,Iceland,D,Forward,FC Augsburg,Augsburg,Germany,Augsburg,N
Bjorn Sigurdarson,Iceland,Iceland,D,Forward,FC Rostov,Rostov,Russia,FC Rostov,N
Jon Dadi Bodvarsson,Iceland,Iceland,D,Forward,Reading,Reading,UK,Reading,N
Albert Gudmundsson,Iceland,Iceland,D,Forward,PSV Eindhoven,Eindhoven,Netherlands,PSV Eindhoven,N
Danijel Subasic,Croatia,Croatia,D,Goalkeeper,Monaco,Monaco,Monaco,Monaco,N
Lovre Kalinic,Croatia,Croatia,D,Goalkeeper,Gent,Ghent,Belgium,Gent,N
Dominik Livakovic,Croatia,Croatia,D,Goalkeeper,Dinamo Zagreb,Zagreb,Croatia,Dinamo Zagreb,Y
Vedran Corluka,Croatia,Croatia,D,Defender,Lokomotiv Moscow,Moscow,Russia,Lokomotiv Moscow,N
Domagoj Vida,Croatia,Croatia,D,Defender,Besiktas,Istanbul,Turkey,Besiktas,N
Ivan Strinic,Croatia,Croatia,D,Defender,AC Milan,Milan,Italy,Milan,N
Dejan Lovren,Croatia,Croatia,D,Defender,Liverpool,Liverpool,UK,Liverpool,N
Sime Vrsaljko,Croatia,Croatia,D,Defender,Atletico Madrid,Madrid,Spain,Atletico Madrid,N
Josip Pivaric,Croatia,Croatia,D,Defender,Dynamo Kyiv,Kiev,Ukraine,Dynamo Kiev,N
Tin Jedvaj,Croatia,Croatia,D,Defender,Bayer Leverkusen,Leverkusen,Germany,Bayer Leverkusen,N
Duje Caleta-Car,Croatia,Croatia,D,Defender,Red Bull Salzburg,Salzburg,Austria,Red Bull Salzburg,N
Luka Modric,Croatia,Croatia,D,Midfielder,Real Madrid,Madrid,Spain,Real Madrid,N
Ivan Rakitic,Croatia,Croatia,D,Midfielder,Barcelona,Barcelona,Spain,Barcelona,N
Mateo Kovacic,Croatia,Croatia,D,Midfielder,Real Madrid,Madrid,Spain,Real Madrid,N
Milan Badelj,Croatia,Croatia,D,Midfielder,Fiorentina,Florence,Italy,Fiorentina,N
Marcelo Brozovic,Croatia,Croatia,D,Midfielder,Inter Milan,Milan,Italy,Inter Milan,N
Filip Bradaric,Croatia,Croatia,D,Midfielder,Rijeka,Rijeka,Croatia,Rijeka,Y
Mario Mandzukic,Croatia,Croatia,D,Forward,Juventus,Turin,Italy,Juventus,N
Ivan Perisic,Croatia,Croatia,D,Forward,Inter Milan,Milan,Italy,Inter Milan,N
Nikola Kalinic,Croatia,Croatia,D,Forward,AC Milan,Milan,Italy,AC Milan,N
Andrej Kramaric,Croatia,Croatia,D,Forward,Hoffenheim,Sinsheim,Germany,Hoffenheim,N
Marko Pjaca,Croatia,Croatia,D,Forward,Juventus,Turin,Italy,Juventus,N
Ante Rebic,Croatia,Croatia,D,Forward,Fiorentina,Florence,Italy,Fiorentina,N
Francis Uzoho,Nigeria,Nigeria,D,Goalkeeper,Deportivo La Coruna,A Coruna,Spain,Deportivo La Coruna,N
Ikechukwu Ezenwa,Nigeria,Nigeria,D,Goalkeeper,Enyimba,Aba,Nigeria,Enyimba,Y
Daniel Akpeyi,Nigeria,Nigeria,D,Goalkeeper,Chippa United,Port Elizabeth,South Africa,Chippa United,N
William Troost-Ekong,Nigeria,Nigeria,D,Defender,Bursaspor,Bursa,Turkey,Bursaspor,N
Abdullahi Shehu,Nigeria,Nigeria,D,Defender,Bursaspor,Bursa,Turkey,Bursaspor,N
Tyronne Ebuehi,Nigeria,Nigeria,D,Defender,Benfica,Lisbon,Portugal,Benfica,N
Elderson Echiejile,Nigeria,Nigeria,D,Defender,Cercle Brugge,Bruges,Belgium,Cercle Brugge,N
Bryan Idowu,Nigeria,Nigeria,D,Defender,Amkar Perm,Perm,Russia,Amkar Perm,N
Chidozie Awaziem,Nigeria,Nigeria,D,Defender,Porto,Porto,Portugal,Porto,N
Leon Balogun,Nigeria,Nigeria,D,Defender,Brighton,Brighton,UK,Brighton,N
Kenneth Omeruo,Nigeria,Nigeria,D,Defender,Chelsea,London,UK,Chelsea,N
Mikel John Obi,Nigeria,Nigeria,D,Midfielder,Tianjin Teda,Tianjin,China,Tianjin Teda,N
Ogenyi Onazi,Nigeria,Nigeria,D,Midfielder,Trabzonspor,Trabzon,Turkey,Trabzonspor,N
Wilfred Ndidi,Nigeria,Nigeria,D,Midfielder,Leicester City,Leicester,UK,Leicester,N
Oghenekaro Etebo,Nigeria,Nigeria,D,Midfielder,CD Feirense,Santa Maria da Feira,Portugal,CD Feirense,N
John Ogu,Nigeria,Nigeria,D,Midfielder,Hapoel Be'er Sheva,Beersheba,Israel,Hapoel Be'er Sheva,N
Joel Obi,Nigeria,Nigeria,D,Midfielder,Torino,Turin,Italy,Torino,N
Ahmed Musa,Nigeria,Nigeria,D,Forward,Leicester City,Leicester,UK,Leicester,N
Kelechi Iheanacho,Nigeria,Nigeria,D,Forward,Leicester City,Leicester,UK,Leicester,N
Victor Moses,Nigeria,Nigeria,D,Forward,Chelsea,London,UK,Chelsea,N
Odion Ighalo,Nigeria,Nigeria,D,Forward,Changchun Yatai,Changchun,China,Changchun Yatai,N
Alex Iwobi,Nigeria,Nigeria,D,Forward,Arsenal,London,UK,Arsenal,N
Simeon Nwankwo,Nigeria,Nigeria,D,Forward,Crotone,Crotone,Italy,Crotone,N
Alisson,Brazil,Brazil,E,Goalkeeper,Roma,Rome,Italy,Roma,N
Ederson,Brazil,Brazil,E,Goalkeeper,Manchester City,Manchester,UK,Manchester City,N
Cassio,Brazil,Brazil,E,Goalkeeper,Corinthians,Sao Paulo,Brazil,Corinthians,Y
Danilo,Brazil,Brazil,E,Defender,Manchester City,Manchester,UK,Manchester City,N
Fagner,Brazil,Brazil,E,Defender,Corinthians,Sao Paulo,Brazil,Corinthians,Y
Marcelo,Brazil,Brazil,E,Defender,Real Madrid,Madrid,Spain,Real Madrid,N
Filipe Luis,Brazil,Brazil,E,Defender,Atletico Madrid,Madrid,Spain,Atletico Madrid,N
Thiago Silva,Brazil,Brazil,E,Defender,Paris St Germain,Paris,France,Paris St-Germain,N
Marquinhos,Brazil,Brazil,E,Defender,Paris St Germain,Paris,France,Paris St-Germain,N
Miranda,Brazil,Brazil,E,Defender,Inter Milan,Milan,Italy,Inter Milan,N
Pedro Geromel,Brazil,Brazil,E,Defender,Gremio,Porto Alegre,Brazil,Gremio,Y
Casemiro,Brazil,Brazil,E,Midfielder,Real Madrid,Madrid,Spain,Real Madrid,N
Fernandinho,Brazil,Brazil,E,Midfielder,Manchester City,Manchester,UK,Manchester City,N
Paulinho,Brazil,Brazil,E,Midfielder,Barcelona,Barcelona,Spain,Barcelona,N
Fred,Brazil,Brazil,E,Midfielder,Shakhtar Donetsk,Donetsk,Ukraine,Shakhtar Donetsk,N
Renato Augusto,Brazil,Brazil,E,Midfielder,Beijing Guoan,Beijing,China,Beijing Guoan,N
Philippe Coutinho,Brazil,Brazil,E,Midfielder,Barcelona,Barcelona,Spain,Barcelona,N
Willian,Brazil,Brazil,E,Midfielder,Chelsea,London,UK,Chelsea,N
Douglas Costa,Brazil,Brazil,E,Midfielder,Juventus,Turin,Italy,Juventus,N
Neymar Jr,Brazil,Brazil,E,Forward,Paris St Germain,Paris,France,Paris St-Germain,N
Taison,Brazil,Brazil,E,Forward,Shakhtar Donetsk,Donetsk,Ukraine,Shakhtar Donetsk,N
Gabriel Jesus,Brazil,Brazil,E,Forward,Manchester City,Manchester,UK,Manchester City,N
Roberto Firmino,Brazil,Brazil,E,Forward,Liverpool,Liverpool,UK,Liverpool,N
Roman Buerki,Switzerland,Switzerland,E,Goalkeeper,Borussia Dortmund,Dortmund,Germany,Borussia Dortmund,N
Yvon Mvogo,Switzerland,Switzerland,E,Goalkeeper,RB Leipzig,Leipzig,Germany,Leipzig,N
Yann Sommer,Switzerland,Switzerland,E,Goalkeeper,Borussia Monchengladbach,Monchengladbach,Germany,Borussia Monchengladbach,N
Manuel Akanji,Switzerland,Switzerland,E,Defender,Borussia Dortmund,Dortmund,Germany,Borussia Dortmund,N
Johan Djourou,Switzerland,Switzerland,E,Defender,Antalyaspor,Antalya,Turkey,Antalyaspor,N
Nico Elvedi,Switzerland,Switzerland,E,Defender,Borussia Monchengladbach,Monchengladbach,Germany,Borussia Monchengladbach,N
Michael Lang,Switzerland,Switzerland,E,Defender,FC Basel,Basel,Switzerland,Basel,Y
Stephan Lichtsteiner,Switzerland,Switzerland,E,Defender,Juventus,Turin,Italy,Juventus,N
Jacques-Francois Moubandje,Switzerland,Switzerland,E,Defender,Toulouse,Toulouse,France,Toulouse,N
Ricardo Rodriguez,Switzerland,Switzerland,E,Defender,AC Milan,Milan,Italy,Milan,N
Fabian Schaer,Switzerland,Switzerland,E,Defender,Deportivo La Coruna,A Coruna,Spain,Deportivo La Coruna,N
Valon Behrami,Switzerland,Switzerland,E,Midfielder,Udinese,Udine,Italy,Udinese,N
Blerim Dzemaili,Switzerland,Switzerland,E,Midfielder,Bologna,Bologna,Italy,Bologna,N
Gelson Fernandes,Switzerland,Switzerland,E,Midfielder,Eintracht Frankfurt,Frankfurt,Germany,Eintracht Frankfurt,N
Remo Freuler,Switzerland,Switzerland,E,Midfielder,Atalanta,Bergamo,Italy,Atalanta,N
Xherdan Shaqiri,Switzerland,Switzerland,E,Midfielder,Stoke City,Stoke-on-Trent,UK,Stoke City,N
Granit Xhaka,Switzerland,Switzerland,E,Midfielder,Arsenal,London,UK,Arsenal,N
Steven Zuber,Switzerland,Switzerland,E,Midfielder,Hoffenheim,Sinsheim,Germany,1899 Hoffenheim,N
Denis Zakaria,Switzerland,Switzerland,E,Midfielder,Borussia Monchengladbach,Monchengladbach,Germany,Borussia Monchengladbach,N
Josip Drmic,Switzerland,Switzerland,E,Forward,Borussia Monchengladbach,Monchengladbach,Germany,Borussia Monchengladbach,N
Breel Embolo,Switzerland,Switzerland,E,Forward,Schalke 04,Gelsenkirchen,Germany,Schalke,N
Mario Gavranovic,Switzerland,Switzerland,E,Forward,Dinamo Zagreb,Zagreb,Croatia,Dinamo Zagreb,N
Haris Seferovic,Switzerland,Switzerland,E,Forward,Benfica,Lisbon,Portugal,Benfica,N
Keylor Navas,Costa Rica,Costa Rica,E,Goalkeeper,Real Madrid,Madrid,Spain,Real Madrid,N
Patrick Pemberton,Costa Rica,Costa Rica,E,Goalkeeper,Alajuelense,Alajuela,Costa Rica,Liga Deportiva Alajuelense,Y
Leonel Moreira,Costa Rica,Costa Rica,E,Goalkeeper,Herediano,Heredia,Costa Rica,CS Herediano,Y
Cristian Gamboa,Costa Rica,Costa Rica,E,Defender,Celtic,Glasgow,UK,Celtic,N
Ian Smith,Costa Rica,Costa Rica,E,Defender,Santos de Guapiles,Guapiles,Costa Rica,Santos de Guapiles,Y
Ronald Matarrita,Costa Rica,Costa Rica,E,Defender,New York City,New York,USA,New York City,N
Bryan Oviedo,Costa Rica,Costa Rica,E,Defender,Sunderland,Sunderland,UK,Sunderland,N
Oscar Duarte,Costa Rica,Costa Rica,E,Defender,Espanyol,Barcelona,Spain,Espanyol,N
Giancarlo Gonzalez,Costa Rica,Costa Rica,E,Defender,Bologna,Bologna,Italy,Bologna,N
Francisco Calvo,Costa Rica,Costa Rica,E,Defender,Minnesota United,Minneapolis,USA,Minnesota United,N
Kendall Waston,Costa Rica,Costa Rica,E,Defender,Vancouver Whitecaps,Vancouver,Canada,Vancouver Whitecaps,N
Johnny Acosta,Costa Rica,Costa Rica,E,Defender,Rionegro Aguilas,Rionegro,Colombia,Rionegro Aguilas,N
David Guzman,Costa Rica,Costa Rica,E,Midfielder,Portland Timbers,Portland,USA,Portland Timbers,N
Yeltsin Tejeda,Costa Rica,Costa Rica,E,Midfielder,Lausanne-Sport,Lausanne,Switzerland,Lausanne-Sport,N
Celso Borges,Costa Rica,Costa Rica,E,Midfielder,Deportivo La Coruna,A Coruna,Spain,Deportivo La Coruna,N
Randall Azofeifa,Costa Rica,Costa Rica,E,Midfielder,Herediano,Heredia,Costa Rica,CS Herediano,Y
Rodney Wallace,Costa Rica,Costa Rica,E,Midfielder,New York City,New York,USA,New York City,N
Bryan Ruiz,Costa Rica,Costa Rica,E,Midfielder,Sporting Lisbon,Lisbon,Portugal,Sporting Lisbon,N
Daniel Colindres,Costa Rica,Costa Rica,E,Midfielder,Deportivo Saprissa,San Jose,Costa Rica,Deportivo Saprissa,Y
Christian Bolanos,Costa Rica,Costa Rica,E,Midfielder,Deportivo Saprissa,San Jose,Costa Rica,Deportivo Saprissa,Y
Johan Venegas,Costa Rica,Costa Rica,E,Forward,Deportivo Saprissa,San Jose,Costa Rica,Deportivo Saprissa,Y
Joel Campbell,Costa Rica,Costa Rica,E,Forward,Real Betis,Seville,Spain,Real Betis,N
Marco Urena,Costa Rica,Costa Rica,E,Forward,Los Angeles FC,Los Angeles,USA,Los Angeles FC,N
Vladimir Stojkovic,Serbia,Serbia,E,Goalkeeper,Partizan Belgrade,Belgrade,Serbia,Partizan Belgrade,Y
Predrag Rajkovic,Serbia,Serbia,E,Goalkeeper,Maccabi Tel Aviv,Tel Aviv,Israel,Maccabi Tel Aviv,N
Marko Dmitrovic,Serbia,Serbia,E,Goalkeeper,Eibar,Eibar,Spain,Eibar,N
Aleksandar Kolarov,Serbia,Serbia,E,Defender,Roma,Rome,Italy,Roma,N
Branislav Ivanovic,Serbia,Serbia,E,Defender,Zenit St Petersburg,St Petersburg,Russia,Zenit St Petersburg,N
Dusko Tosic,Serbia,Serbia,E,Defender,Guangzhou R&F,Guangzhou,China,Guangzhou R&F,N
Antonio Rukavina,Serbia,Serbia,E,Defender,Villarreal,Villarreal,Spain,Villarreal,N
Milos Veljkovic,Serbia,Serbia,E,Defender,Werder Bremen,Bremen,Germany,Werder Bremen,N
Milan Rodic,Serbia,Serbia,E,Defender,Red Star Belgrade,Belgrade,Serbia,Red Star Belgrade,Y
Uros Spajic,Serbia,Serbia,E,Defender,Krasnodar,Krasnodar,Russia,Krasnodar,N
Nikola Milenkovic,Serbia,Serbia,E,Defender,Fiorentina,Florence,Italy,Fiorentina,N
Nemanja Matic,Serbia,Serbia,E,Midfielder,Manchester United,Manchester,UK,Manchester United,N
Luka Milivojevic,Serbia,Serbia,E,Midfielder,Crystal Palace,London,UK,Crystal Palace,N
Sergej Milinkovic-Savic,Serbia,Serbia,E,Midfielder,Lazio,Rome,Italy,Lazio,N
Marko Grujic,Serbia,Serbia,E,Midfielder,Liverpool,Liverpool,UK,Liverpool,N
Adem Ljajic,Serbia,Serbia,E,Midfielder,Torino,Turin,Italy,Torino,N
Dusan Tadic,Serbia,Serbia,E,Midfielder,Southampton,Southampton,UK,Southampton,N
Filip Kostic,Serbia,Serbia,E,Midfielder,Hamburg,Hamburg,Germany,Hamburg,N
Andrija Zivkovic,Serbia,Serbia,E,Midfielder,Benfica,Lisbon,Portugal,Benfica,N
Nemanja Radonjic,Serbia,Serbia,E,Midfielder,Red Star Belgrade,Belgrade,Serbia,Red Star Belgrade,Y
Aleksandar Mitrovic,Serbia,Serbia,E,Forward,Newcastle United,Newcastle,UK,Newcastle United,N
Aleksandar Prijovic,Serbia,Serbia,E,Forward,PAOK Salonika,Thessaloniki,Greece,PAOK Salonika,N
Luka Jovic,Serbia,Serbia,E,Forward,Benfica,Lisbon,Portugal,Benfica,N
Manuel Neuer,Germany,Germany,F,Goalkeeper,Bayern Munich,Munich,Germany,Bayern Munich,Y
Marc-Andre ter Stegen,Germany,Germany,F,Goalkeeper,Barcelona,Barcelona,Spain,Barcelona,N
Kevin Trapp,Germany,Germany,F,Goalkeeper,Paris St Germain,Paris,France,Paris St-Germain,N
Jerome Boateng,Germany,Germany,F,Defender,Bayern Munich,Munich,Germany,Bayern Munich,Y
Matthias Ginter,Germany,Germany,F,Defender,Borussia Monchengladbach,Monchengladbach,Germany,Borussia Monchengladbach,Y
Jonas Hector,Germany,Germany,F,Defender,Cologne,Cologne,Germany,Cologne,Y
Mats Hummels,Germany,Germany,F,Defender,Bayern Munich,Munich,Germany,Bayern Munich,Y
Joshua Kimmich,Germany,Germany,F,Defender,Bayern Munich,Munich,Germany,Bayern Munich,Y
Marvin Plattenhardt,Germany,Germany,F,Defender,Hertha Berlin,Berlin,Germany,Hertha Berlin,Y
Antonio Rudiger,Germany,Germany,F,Defender,Chelsea,London,UK,Chelsea,N
Niklas Sule,Germany,Germany,F,Defender,Bayern Munich,Munich,Germany,Bayern Munich,Y
Julian Brandt,Germany,Germany,F,Midfielder,Bayer Leverkusen,Leverkusen,Germany,Bayer Leverkusen,Y
Julian Draxler,Germany,Germany,F,Midfielder,Paris St Germain,Paris,France,Paris St-Germain,N
Leon Goretska,Germany,Germany,F,Midfielder,Schalke 04,Gelsenkirchen,Germany,Schalke,Y
Ilkay Gundogan,Germany,Germany,F,Midfielder,Manchester City,Manchester,UK,Manchester City,N
Sami Khedira,Germany,Germany,F,Midfielder,Juventus,Turin,Italy,Juventus,N
Toni Kroos,Germany,Germany,F,Midfielder,Real Madrid,Madrid,Spain,Real Madrid,N
Mesut Ozil,Germany,Germany,F,Midfielder,Arsenal,London,UK,Arsenal,N
Sebastian Rudy,Germany,Germany,F,Midfielder,Bayern Munich,Munich,Germany,Bayern Munich,Y
Mario Gomez,Germany,Germany,F,Forward,Stuttgart,Stuttgart,Germany,Stuttgart,Y
Thomas Muller,Germany,Germany,F,Forward,Bayern Munich,Munich,Germany,Bayern Munich,Y
Marco Reus,Germany,Germany,F,Forward,Borussia Dortmund,Dortmund,Germany,Borussia Dortmund,Y
Timo Werner,Germany,Germany,F,Forward,RB Leipzig,Leipzig,Germany,RB Leipzig,Y
Guillermo Ochoa,Mexico,Mexico,F,Goalkeeper,Standard Liege,Liege,Belgium,Standard Liege,N
Alfredo Talavera,Mexico,Mexico,F,Goalkeeper,Toluca,Toluca,Mexico,Toluca,Y
Jesus Corona,Mexico,Mexico,F,Goalkeeper,Cruz Azul,Mexico City,Mexico,Cruz Azul,Y
Carlos Salcedo,Mexico,Mexico,F,Defender,Eintracht Frankfurt,Frankfurt,Germany,Eintracht Frankfurt,N
Diego Reyes,Mexico,Mexico,F,Defender,Porto,Porto,Portugal,Porto,N
Hector Moreno,Mexico,Mexico,F,Defender,Real Sociedad,San Sebastian,Spain,Real Sociedad,N
Hugo Ayala,Mexico,Mexico,F,Defender,Tigres,Monterrey,Mexico,Tigres,Y
Edson Alvarez,Mexico,Mexico,F,Defender,America,Mexico City,Mexico,America,Y
Jesus Gallardo,Mexico,Mexico,F,Defender,Monterrey,Monterrey,Mexico,Monterrey,Y
Miguel Layun,Mexico,Mexico,F,Defender,Sevilla,Seville,Spain,Sevilla,N
Rafael Marquez,Mexico,Mexico,F,Midfielder,Atlas,Guadalajara,Mexico,Atlas,Y
Hector Herrera,Mexico,Mexico,F,Midfielder,Porto,Porto,Portugal,Porto,N
Jonathan dos Santos,Mexico,Mexico,F,Midfielder,LA Galaxy,Los Angeles,USA,LA Galaxy,N
Giovani dos Santos,Mexico,Mexico,F,Midfielder,LA Galaxy,Los Angeles,USA,LA Galaxy,N
Andres Guardado,Mexico,Mexico,F,Midfielder,Real Betis,Seville,Spain,Real Betis,N
Javier Aquino,Mexico,Mexico,F,Midfielder,Tigres,Monterrey,Mexico,Tigres,Y
Jesus Corona,Mexico,Mexico,F,Midfielder,Porto,Porto,Portugal,Porto,N
Javier Hernandez,Mexico,Mexico,F,Forward,West Ham,London,UK,West Ham,N
Raul Jimenez,Mexico,Mexico,F,Forward,Benfica,Lisbon,Portugal,Benfica,N
Oribe Peralta,Mexico,Mexico,F,Forward,America,Mexico City,Mexico,America,Y
Carlos Vela,Mexico,Mexico,F,Forward,Los Angeles FC,Los Angeles,USA,Los Angeles FC,N
Hirving Lozano,Mexico,Mexico,F,Forward,PSV Eindhoven,Eindhoven,Netherlands,PSV Eindhoven,N
Marco Fabian,Mexico,Mexico,F,Forward,Eintracht Frankfurt,Frankfurt,Germany,Eintracht Frankfurt,N
Robin Olsen,Sweden,Sweden,F,Goalkeeper,FC Copenhagen,Copenhagen,Denmark,Copenhagen,N
Karl-Johan Johnsson,Sweden,Sweden,F,Goalkeeper,Guingamp,Guingamp,France,Guingamp,N
Kristoffer Nordfeldt,Sweden,Sweden,F,Goalkeeper,Swansea City,Swansea,UK,Swansea,N
Mikael Lustig,Sweden,Sweden,F,Defender,Celtic,Glasgow,UK,Celtic,N
Victor Lindelof,Sweden,Sweden,F,Defender,Manchester United,Manchester,UK,Manchester United,N
Andreas Granqvist,Sweden,Sweden,F,Defender,Krasnodar,Krasnodar,Russia,Krasnador,N
Martin Olsson,Sweden,Sweden,F,Defender,Swansea City,Swansea,UK,Swansea,N
Ludwig Augustinsson,Sweden,Sweden,F,Defender,Werder Bremen,Bremen,Germany,Werder Bremen,N
Filip Helander,Sweden,Sweden,F,Defender,Bologna,Bologna,Italy,Bologna,N
Emil Krafth,Sweden,Sweden,F,Defender,Bologna,Bologna,Italy,Bologna,N
Pontus Jansson,Sweden,Sweden,F,Defender,Leeds United,Leeds,UK,Leeds United,N
Sebastian Larsson,Sweden,Sweden,F,Midfielder,Hull City,Hull,UK,Hull,N
Albin Ekdal,Sweden,Sweden,F,Midfielder,Hamburg,Hamburg,Germany,Hamburg,N
Emil Forsberg,Sweden,Sweden,F,Midfielder,RB Leipzig,Leipzig,Germany,RB Leipzig,N
Gustav Svensson,Sweden,Sweden,F,Midfielder,Seattle Sounders,Seattle,USA,Seattle Sounders,N
Oscar Hiljemark,Sweden,Sweden,F,Midfielder,Genoa,Genoa,Italy,Genoa,N
Viktor Claesson,Sweden,Sweden,F,Midfielder,Krasnodar,Krasnodar,Russia,Krasnador,N
Marcus Rohden,Sweden,Sweden,F,Midfielder,Crotone,Crotone,Italy,Crotone,N
Jimmy Durmaz,Sweden,Sweden,F,Midfielder,Toulouse,Toulouse,France,Toulouse,N
